datetime,temp.a,light.a,temp.b,light.b,temp.c,light.c
7/15/23 14:00,66.708,20,66.537,6,67.05,5
7/15/23 14:15,69.964,44,69.793,14,67.735,11
7/15/23 14:30,68.934,79,68.763,24,68.077,22
7/15/23 14:45,70.308,69,70.137,21,67.735,17
7/15/23 15:00,70.651,62,70.48,19,68.763,13
7/15/23 15:15,69.107,46,68.934,15,68.592,13
7/15/23 15:30,68.934,47,68.763,14,68.592,10
7/15/23 15:45,68.763,34,68.763,11,68.421,6
7/15/23 16:00,68.934,14,68.763,4,67.906,3
7/15/23 16:15,68.592,25,68.592,7,67.906,10
7/15/23 16:30,68.763,16,68.592,5,68.248,5
7/15/23 16:45,69.278,35,69.107,11,68.077,10
7/15/23 17:00,69.793,28,69.793,9,70.824,10
7/15/23 17:15,70.308,24,70.137,7,70.824,9
7/15/23 17:30,70.651,8,70.48,2,66.879,2
7/15/23 17:45,70.824,9,70.651,2,66.366,2
7/15/23 18:00,69.107,9,68.763,2,65.509,2
7/15/23 18:15,67.564,4,67.392,1,65.851,1
7/15/23 18:30,67.906,3,67.735,0,66.708,0
7/15/23 18:45,68.934,5,68.763,1,66.708,1
7/15/23 19:00,69.964,3,69.793,0,67.392,1
7/15/23 19:15,68.592,1,68.592,0,67.221,0
7/15/23 19:30,67.564,0,67.564,0,66.879,0
7/15/23 19:45,67.564,0,67.392,0,67.05,0
7/15/23 20:00,69.793,0,69.622,0,67.05,0
7/15/23 20:15,68.421,0,68.421,0,67.392,0
7/15/23 20:30,68.248,0,68.077,0,67.392,0
7/15/23 20:45,68.763,0,68.592,0,67.392,0
7/15/23 21:00,67.906,0,67.735,0,67.05,0
7/15/23 21:15,67.906,0,67.906,0,67.392,0
7/15/23 21:30,67.906,0,67.735,0,67.392,0
7/15/23 21:45,67.906,0,67.906,0,65.338,0
7/15/23 22:00,68.248,0,68.077,0,66.708,0
7/15/23 22:15,70.48,0,70.308,0,66.022,0
7/15/23 22:30,68.763,0,68.592,0,65.509,0
7/15/23 22:45,69.107,0,68.592,0,66.708,0
7/15/23 23:00,69.278,0,69.278,0,67.906,0
7/15/23 23:15,69.449,0,69.278,0,68.421,0
7/15/23 23:30,69.449,0,69.278,0,68.421,0
7/15/23 23:45,69.449,0,69.449,0,68.934,0
7/16/23 0:00,69.278,0,69.107,0,69.107,0
7/16/23 0:15,69.449,0,69.449,0,69.278,0
7/16/23 0:30,70.137,0,70.137,0,69.964,0
7/16/23 0:45,70.308,0,70.308,0,67.906,0
7/16/23 1:00,70.48,0,70.308,0,68.248,0
7/16/23 1:15,70.48,0,70.48,0,69.107,0
7/16/23 1:30,70.137,0,69.964,0,69.449,0
7/16/23 1:45,69.793,0,69.793,0,68.592,0
7/16/23 2:00,69.622,0,69.622,0,66.537,0
7/16/23 2:15,67.735,0,67.392,0,66.193,0
7/16/23 2:30,66.537,0,66.366,0,65.851,0
7/16/23 2:45,66.366,0,66.193,0,65.851,0
7/16/23 3:00,66.366,0,66.366,0,67.221,0
7/16/23 3:15,69.793,0,69.622,0,68.763,0
7/16/23 3:30,70.48,0,70.308,0,69.449,0
7/16/23 3:45,70.48,0,70.48,0,66.708,0
7/16/23 4:00,70.651,0,70.651,0,65.851,0
7/16/23 4:15,70.995,0,70.824,0,66.366,0
7/16/23 4:30,69.622,0,69.449,0,66.193,0
7/16/23 4:45,66.879,0,66.708,0,66.879,0
7/16/23 5:00,66.879,0,66.708,0,67.735,0
7/16/23 5:15,68.077,0,68.077,0,67.735,0
7/16/23 5:30,69.278,0,69.107,0,69.622,0
7/16/23 5:45,69.449,0,69.449,0,70.137,0
7/16/23 6:00,69.793,2,69.622,0,70.137,0
7/16/23 6:15,69.964,3,69.793,0,70.824,1
7/16/23 6:30,70.308,3,70.137,0,70.651,0
7/16/23 6:45,70.48,5,70.48,1,70.651,1
7/16/23 7:00,70.48,8,70.48,2,70.824,3
7/16/23 7:15,70.651,10,70.48,2,70.651,3
7/16/23 7:30,70.651,8,70.651,2,69.622,3
7/16/23 7:45,69.964,12,69.793,3,67.735,5
7/16/23 8:00,67.906,7,67.906,2,67.221,3
7/16/23 8:15,68.421,7,68.248,1,68.592,2
7/16/23 8:30,69.622,21,69.107,6,69.278,7
7/16/23 8:45,70.651,16,70.651,5,67.05,3
7/16/23 9:00,69.964,5,69.793,1,67.221,1
7/16/23 9:15,70.824,12,70.651,3,67.564,3
7/16/23 9:30,69.622,12,69.449,3,66.879,2
7/16/23 9:45,67.906,9,67.735,2,66.879,2
7/16/23 10:00,68.592,8,68.077,2,67.392,1
7/16/23 10:15,70.308,9,70.137,3,68.077,2
7/16/23 10:30,70.651,10,70.48,3,67.392,2
7/16/23 10:45,68.592,7,68.592,2,68.592,1
7/16/23 11:00,68.592,6,68.421,1,67.564,0
7/16/23 11:15,68.934,5,68.763,1,67.564,0
7/16/23 11:30,69.278,7,69.278,2,68.077,0
7/16/23 11:45,69.449,8,69.449,2,69.793,2
7/16/23 12:00,70.308,13,70.308,3,69.622,4
7/16/23 12:15,70.651,16,70.48,4,68.421,4
7/16/23 12:30,70.651,17,70.48,4,68.592,4
7/16/23 12:45,70.651,21,70.651,5,67.735,4
7/16/23 13:00,70.48,19,70.308,6,67.735,5
7/16/23 13:15,69.622,33,69.449,10,67.05,8
7/16/23 13:30,69.793,24,69.622,7,67.735,6
7/16/23 13:45,69.964,11,69.793,3,67.564,4
7/16/23 14:00,70.137,14,69.964,3,67.564,3
7/16/23 14:15,69.964,17,69.964,4,69.964,3
7/16/23 14:30,70.308,13,70.308,3,70.137,2
7/16/23 14:45,70.48,46,70.308,13,69.278,7
7/16/23 15:00,70.308,8,70.308,2,69.622,2
7/16/23 15:15,69.793,6,69.793,1,69.622,2
7/16/23 15:30,70.137,7,69.964,1,70.824,3
7/16/23 15:45,70.308,2,70.308,0,70.48,0
7/16/23 16:00,70.48,2,70.308,0,70.824,0
7/16/23 16:15,70.48,1,70.48,0,70.651,0
7/16/23 16:30,70.651,1,70.48,0,70.824,0
7/16/23 16:45,70.824,0,70.651,0,70.995,0
7/16/23 17:00,70.824,0,70.651,0,70.651,0
7/16/23 17:15,70.824,0,70.824,0,66.022,0
7/16/23 17:30,70.308,0,70.308,0,69.622,0
7/16/23 17:45,69.793,0,69.622,0,69.622,0
7/16/23 18:00,69.964,0,69.793,0,69.964,0
7/16/23 18:15,70.137,0,70.137,0,71.168,0
7/16/23 18:30,70.995,0,70.995,0,70.824,0
7/16/23 18:45,71.168,0,71.168,0,70.824,0
7/16/23 19:00,70.995,0,70.995,0,70.308,0
7/16/23 19:15,70.995,0,70.824,0,68.592,0
7/16/23 19:30,70.824,0,70.651,0,69.278,0
7/16/23 19:45,70.824,0,70.651,0,68.763,0
7/16/23 20:00,70.824,0,70.651,0,69.107,0
7/16/23 20:15,70.824,0,70.651,0,68.421,0
7/16/23 20:30,70.824,0,70.651,0,68.077,0
7/16/23 20:45,70.824,0,70.651,0,67.05,0
7/16/23 21:00,68.763,0,68.421,0,68.077,0
7/16/23 21:15,69.449,0,69.107,0,67.735,0
7/16/23 21:30,68.934,0,68.763,0,67.906,0
7/16/23 21:45,69.278,0,69.278,0,68.763,0
7/16/23 22:00,70.137,0,69.964,0,69.449,0
7/16/23 22:15,70.308,0,70.137,0,69.107,0
7/16/23 22:30,70.995,0,70.824,0,69.449,0
7/16/23 22:45,70.824,0,70.824,0,67.735,0
7/16/23 23:00,69.278,0,69.278,0,66.366,0
7/16/23 23:15,67.735,0,67.564,0,67.735,0
7/16/23 23:30,68.763,0,68.592,0,67.906,0
7/16/23 23:45,68.763,0,68.763,0,68.421,0
7/17/23 0:00,68.934,0,68.934,0,68.421,0
7/17/23 0:15,69.278,0,69.107,0,68.763,0
7/17/23 0:30,69.278,0,69.278,0,69.107,0
7/17/23 0:45,69.278,0,69.278,0,68.934,0
7/17/23 1:00,69.449,0,69.278,0,69.107,0
7/17/23 1:15,69.449,0,69.278,0,69.107,0
7/17/23 1:30,69.449,0,69.449,0,69.278,0
7/17/23 1:45,69.622,0,69.449,0,68.248,0
7/17/23 2:00,69.622,0,69.622,0,68.763,0
7/17/23 2:15,69.622,0,69.449,0,68.248,0
7/17/23 2:30,69.278,0,69.107,0,69.793,0
7/17/23 2:45,69.964,0,69.964,0,66.879,0
7/17/23 3:00,67.564,0,67.392,0,66.537,0
7/17/23 3:15,66.879,0,66.879,0,67.564,0
7/17/23 3:30,66.879,0,66.879,0,66.193,0
7/17/23 3:45,67.735,0,67.392,0,68.077,0
7/17/23 4:00,68.592,0,68.421,0,68.763,0
7/17/23 4:15,68.763,0,68.592,0,68.592,0
7/17/23 4:30,68.934,0,68.763,0,69.793,0
7/17/23 4:45,69.107,0,68.934,0,68.421,0
7/17/23 5:00,69.449,0,69.449,0,67.735,0
7/17/23 5:15,69.107,0,68.934,0,68.077,0
7/17/23 5:30,68.934,0,68.763,0,67.392,0
7/17/23 5:45,68.421,0,68.248,0,67.564,0
7/17/23 6:00,67.735,0,67.735,0,67.735,0
7/17/23 6:15,67.906,0,67.735,0,68.421,0
7/17/23 6:30,67.906,0,67.906,0,69.449,0
7/17/23 6:45,68.763,0,68.421,0,69.793,0
7/17/23 7:00,69.278,1,69.278,0,70.137,0
7/17/23 7:15,69.449,3,69.278,0,70.137,1
7/17/23 7:30,69.964,6,69.964,2,70.137,2
7/17/23 7:45,69.964,6,69.793,2,69.449,2
7/17/23 8:00,69.964,7,69.964,2,67.735,2
7/17/23 8:15,69.964,8,69.793,2,66.366,2
7/17/23 8:30,69.449,7,69.278,2,66.366,2
7/17/23 8:45,66.879,12,66.708,4,66.537,3
7/17/23 9:00,67.05,6,66.879,2,66.708,2
7/17/23 9:15,67.906,11,67.906,3,67.392,3
7/17/23 9:30,69.107,17,69.107,6,67.221,2
7/17/23 9:45,67.564,16,67.564,6,66.708,3
7/17/23 10:00,67.392,19,67.221,6,66.708,4
7/17/23 10:15,68.077,23,67.735,8,67.906,6
7/17/23 10:30,68.248,29,68.248,10,67.392,6
7/17/23 10:45,67.906,25,67.906,8,67.221,8
7/17/23 11:00,67.906,27,67.735,10,67.735,8
7/17/23 11:15,68.077,32,68.077,11,68.077,7
7/17/23 11:30,68.934,43,68.934,15,68.421,9
7/17/23 11:45,69.107,45,68.934,17,68.421,8
7/17/23 12:00,69.449,44,69.278,16,67.05,9
7/17/23 12:15,69.964,48,69.793,17,68.934,10
7/17/23 12:30,70.651,46,70.48,16,69.793,10
7/17/23 12:45,70.995,48,70.824,16,70.137,11
7/17/23 13:00,71.168,47,70.995,16,70.48,11
7/17/23 13:15,70.995,45,70.995,16,69.793,9
7/17/23 13:30,70.48,46,70.308,15,69.622,9
7/17/23 13:45,70.137,43,70.137,15,69.449,9
7/17/23 14:00,70.824,43,70.651,16,69.278,8
7/17/23 14:15,70.137,37,69.964,13,68.934,6
7/17/23 14:30,69.278,36,69.278,12,67.564,8
7/17/23 14:45,69.449,26,69.278,10,68.248,7
7/17/23 15:00,69.278,20,69.278,9,67.735,7
7/17/23 15:15,69.278,20,69.278,7,68.934,7
7/17/23 15:30,69.278,11,69.278,4,68.421,5
7/17/23 15:45,69.449,11,69.449,5,65.851,2
7/17/23 16:00,71.512,17,71.168,6,69.278,2
7/17/23 16:15,71.856,14,71.683,5,67.906,2
7/17/23 16:30,72.199,12,72.028,4,72.028,1
7/17/23 16:45,72.372,9,72.372,3,70.308,1
7/17/23 17:00,70.995,7,70.824,3,68.421,1
7/17/23 17:15,68.934,6,68.763,2,68.421,0
7/17/23 17:30,68.934,4,68.763,1,68.248,0
7/17/23 17:45,68.763,3,68.592,1,68.592,0
7/17/23 18:00,68.763,3,68.763,1,71.168,0
7/17/23 18:15,69.622,3,69.449,1,70.824,0
7/17/23 18:30,70.308,2,70.308,0,71.339,0
7/17/23 18:45,70.48,1,70.48,0,71.339,0
7/17/23 19:00,70.824,1,70.824,0,71.512,0
7/17/23 19:15,71.168,0,70.995,0,71.339,0
7/17/23 19:30,71.339,0,71.168,0,69.793,0
7/17/23 19:45,70.48,0,70.308,0,69.278,0
7/17/23 20:00,69.622,0,69.622,0,69.278,0
7/17/23 20:15,69.622,0,69.622,0,67.05,0
7/17/23 20:30,69.622,0,69.449,0,66.879,0
7/17/23 20:45,67.221,0,67.05,0,67.05,0
7/17/23 21:00,68.934,0,68.421,0,68.763,0
7/17/23 21:15,70.137,0,69.964,0,70.137,0
7/17/23 21:30,70.824,0,70.651,0,67.906,0
7/17/23 21:45,70.995,0,70.824,0,67.392,0
7/17/23 22:00,67.564,0,67.564,0,67.221,0
7/17/23 22:15,68.077,0,67.735,0,67.392,0
7/17/23 22:30,69.964,0,69.793,0,68.077,0
7/17/23 22:45,68.934,0,68.763,0,67.906,0
7/17/23 23:00,68.248,0,68.248,0,67.564,0
7/17/23 23:15,68.421,0,68.077,0,68.592,0
7/17/23 23:30,69.107,0,68.763,0,66.193,0
7/17/23 23:45,69.964,0,69.793,0,68.077,0
7/18/23 0:00,69.964,0,69.964,0,68.421,0
7/18/23 0:15,69.964,0,69.964,0,68.934,0
7/18/23 0:30,69.964,0,69.964,0,68.421,0
7/18/23 0:45,70.308,0,70.308,0,67.392,0
7/18/23 1:00,70.651,0,70.651,0,70.48,0
7/18/23 1:15,70.824,0,70.824,0,70.824,0
7/18/23 1:30,71.168,0,70.995,0,70.651,0
7/18/23 1:45,71.168,0,71.168,0,69.278,0
7/18/23 2:00,71.168,0,71.168,0,70.651,0
7/18/23 2:15,71.168,0,70.995,0,70.824,0
7/18/23 2:30,71.168,0,71.168,0,70.824,0
7/18/23 2:45,71.168,0,71.168,0,68.248,0
7/18/23 3:00,68.934,0,68.763,0,67.221,0
7/18/23 3:15,67.221,0,67.05,0,66.537,0
7/18/23 3:30,67.221,0,67.221,0,66.366,0
7/18/23 3:45,67.564,0,67.392,0,66.022,0
7/18/23 4:00,68.592,0,68.421,0,66.022,0
7/18/23 4:15,68.934,0,68.934,0,69.278,0
7/18/23 4:30,69.964,0,69.793,0,68.763,0
7/18/23 4:45,70.824,0,70.651,0,66.193,0
7/18/23 5:00,70.651,0,70.651,0,66.537,0
7/18/23 5:15,67.735,0,67.392,0,67.564,0
7/18/23 5:30,67.392,0,67.392,0,67.392,0
7/18/23 5:45,67.906,0,67.906,0,67.221,0
7/18/23 6:00,67.906,0,67.906,0,67.392,0
7/18/23 6:15,67.735,0,67.564,0,68.077,0
7/18/23 6:30,67.906,1,67.735,0,67.221,0
7/18/23 6:45,67.735,1,67.564,0,67.564,0
7/18/23 7:00,67.906,0,67.735,0,67.906,0
7/18/23 7:15,67.906,1,67.735,0,68.421,0
7/18/23 7:30,68.077,2,67.906,0,68.763,0
7/18/23 7:45,68.592,3,68.421,0,68.934,0
7/18/23 8:00,68.763,5,68.592,1,69.964,1
7/18/23 8:15,68.934,7,68.934,2,69.964,2
7/18/23 8:30,69.278,6,69.278,2,66.022,1
7/18/23 8:45,69.622,7,69.622,2,66.879,2
7/18/23 9:00,69.793,9,69.793,3,67.735,2
7/18/23 9:15,68.248,12,68.077,4,67.735,3
7/18/23 9:30,68.077,17,67.906,6,67.392,5
7/18/23 9:45,67.906,8,67.906,2,67.392,3
7/18/23 10:00,67.906,10,67.735,3,67.564,2
7/18/23 10:15,68.248,7,68.248,2,67.221,1
7/18/23 10:30,68.077,10,67.906,3,66.879,2
7/18/23 10:45,67.906,16,67.735,6,66.879,5
7/18/23 11:00,67.221,9,67.221,3,67.05,3
7/18/23 11:15,67.564,13,67.392,5,67.221,4
7/18/23 11:30,67.564,16,67.392,6,66.708,6
7/18/23 11:45,67.906,9,67.735,3,67.564,2
7/18/23 12:00,68.934,23,68.934,8,68.077,7
7/18/23 12:15,69.793,18,69.793,6,68.592,4
7/18/23 12:30,70.308,23,70.137,8,67.392,5
7/18/23 12:45,70.651,9,70.651,3,67.906,2
7/18/23 13:00,70.995,25,70.824,9,70.824,8
7/18/23 13:15,71.339,15,71.339,5,69.449,6
7/18/23 13:30,70.995,17,70.995,6,69.793,5
7/18/23 13:45,71.168,7,70.995,2,69.964,2
7/18/23 14:00,70.651,14,70.651,5,69.278,3
7/18/23 14:15,70.137,10,69.964,3,69.449,2
7/18/23 14:30,69.793,19,69.793,7,69.793,6
7/18/23 14:45,69.964,17,69.793,6,69.793,5
7/18/23 15:00,69.964,10,69.964,3,65.167,2
7/18/23 15:15,66.537,9,66.193,3,66.708,4
7/18/23 15:30,66.537,14,66.366,5,67.05,6
7/18/23 15:45,67.392,15,67.392,5,66.022,2
7/18/23 16:00,68.077,13,67.906,4,66.708,4
7/18/23 16:15,69.107,10,68.934,3,66.022,3
7/18/23 16:30,67.906,9,67.392,2,66.708,3
7/18/23 16:45,68.592,8,68.421,3,66.879,2
7/18/23 17:00,70.824,8,70.651,2,67.221,2
7/18/23 17:15,69.278,5,69.107,2,68.421,2
7/18/23 17:30,68.592,6,68.592,2,68.421,3
7/18/23 17:45,68.763,4,68.592,1,68.077,2
7/18/23 18:00,68.592,2,68.592,1,67.906,1
7/18/23 18:15,68.248,2,68.248,0,68.248,0
7/18/23 18:30,68.421,3,68.421,1,68.077,1
7/18/23 18:45,68.592,3,68.421,1,68.248,1
7/18/23 19:00,68.763,0,68.592,0,68.592,0
7/18/23 19:15,69.449,0,69.449,0,68.592,0
7/18/23 19:30,69.793,0,69.793,0,68.763,0
7/18/23 19:45,69.964,0,69.964,0,68.421,0
7/18/23 20:00,69.449,0,69.278,0,68.934,0
7/18/23 20:15,69.622,0,69.449,0,66.708,0
7/18/23 20:30,69.278,0,68.934,0,66.879,0
7/18/23 20:45,67.221,0,67.221,0,66.879,0
7/18/23 21:00,67.221,0,67.221,0,66.879,0
7/18/23 21:15,67.221,0,67.221,0,67.05,0
7/18/23 21:30,67.392,0,67.221,0,67.05,0
7/18/23 21:45,70.48,0,70.48,0,67.221,0
7/18/23 22:00,70.995,0,70.824,0,67.221,0
7/18/23 22:15,70.308,0,69.793,0,67.05,0
7/18/23 22:30,67.392,0,67.392,0,67.05,0
7/18/23 22:45,67.392,0,67.221,0,67.05,0
7/18/23 23:00,67.735,0,67.564,0,67.221,0
7/18/23 23:15,68.248,0,68.077,0,67.392,0
7/18/23 23:30,68.077,0,68.077,0,67.05,0
7/18/23 23:45,68.421,0,68.248,0,67.392,0
7/19/23 0:00,67.906,0,67.735,0,67.392,0
7/19/23 0:15,67.906,0,67.906,0,66.366,0
7/19/23 0:30,68.763,0,68.763,0,67.392,0
7/19/23 0:45,69.622,0,69.449,0,68.421,0
7/19/23 1:00,69.793,0,69.622,0,66.879,0
7/19/23 1:15,69.964,0,69.793,0,69.278,0
7/19/23 1:30,70.137,0,69.964,0,67.906,0
7/19/23 1:45,70.308,0,70.137,0,70.308,0
7/19/23 2:00,70.48,0,70.308,0,70.137,0
7/19/23 2:15,70.824,0,70.651,0,70.651,0
7/19/23 2:30,70.824,0,70.824,0,70.48,0
7/19/23 2:45,70.995,0,70.824,0,69.107,0
7/19/23 3:00,70.995,0,70.995,0,68.592,0
7/19/23 3:15,70.995,0,70.995,0,68.763,0
7/19/23 3:30,70.137,0,69.793,0,67.05,0
7/19/23 3:45,66.879,0,66.537,0,65.68,0
7/19/23 4:00,66.537,0,66.366,0,66.193,0
7/19/23 4:15,66.708,0,66.708,0,66.366,0
7/19/23 4:30,68.763,0,68.592,0,67.221,0
7/19/23 4:45,69.278,0,69.107,0,67.221,0
7/19/23 5:00,69.278,0,69.278,0,68.421,0
7/19/23 5:15,69.107,0,68.934,0,68.421,0
7/19/23 5:30,68.763,0,68.592,0,67.392,0
7/19/23 5:45,68.934,0,68.934,0,66.708,0
7/19/23 6:00,69.278,0,68.934,0,67.05,0
7/19/23 6:15,71.168,1,70.995,0,67.05,0
7/19/23 6:30,68.248,2,67.906,0,67.735,0
7/19/23 6:45,67.906,3,67.735,0,67.564,0
7/19/23 7:00,67.564,2,67.564,0,66.879,0
7/19/23 7:15,67.735,1,67.564,0,67.05,0
7/19/23 7:30,67.392,3,67.221,0,68.248,0
7/19/23 7:45,68.077,7,67.564,0,68.421,2
7/19/23 8:00,68.421,11,68.421,1,68.763,3
7/19/23 8:15,68.592,9,68.421,0,69.107,3
7/19/23 8:30,68.763,11,68.763,1,69.449,3
7/19/23 8:45,69.107,14,68.934,1,70.137,4
7/19/23 9:00,69.278,7,69.278,0,70.48,2
7/19/23 9:15,69.622,18,69.622,2,69.449,5
7/19/23 9:30,69.793,22,69.793,3,68.763,8
7/19/23 9:45,69.964,19,69.793,2,68.592,9
7/19/23 10:00,68.934,14,68.763,2,67.392,7
7/19/23 10:15,67.735,14,67.735,12,67.392,11
7/19/23 10:30,68.763,84,68.592,24,67.392,12
7/19/23 10:45,70.137,117,69.964,34,67.564,15
7/19/23 11:00,68.592,98,68.421,28,67.564,12
7/19/23 11:15,68.421,63,68.248,19,66.708,8
7/19/23 11:30,67.735,121,67.221,36,66.537,19
7/19/23 11:45,68.248,128,68.077,38,68.248,15
7/19/23 12:00,68.763,53,68.592,16,67.564,6
7/19/23 12:15,68.763,72,68.592,22,67.221,11
7/19/23 12:30,68.763,104,68.421,32,66.366,10
7/19/23 12:45,69.449,74,69.278,22,68.248,8
7/19/23 13:00,69.964,79,69.793,24,67.906,7
7/19/23 13:15,70.308,76,70.137,23,66.879,7
7/19/23 13:30,70.48,85,70.137,24,67.221,9
7/19/23 13:45,71.683,101,71.512,30,67.221,11
7/19/23 14:00,72.199,99,72.028,30,70.308,13
7/19/23 14:15,71.856,55,71.683,16,69.278,6
7/19/23 14:30,69.449,44,69.278,13,68.592,5
7/19/23 14:45,70.995,46,70.824,13,68.592,4
7/19/23 15:00,69.278,41,69.278,11,68.421,4
7/19/23 15:15,69.449,40,69.278,11,68.421,4
7/19/23 15:30,69.449,24,69.278,6,69.278,2
7/19/23 15:45,69.278,18,69.107,5,69.449,2
7/19/23 16:00,69.278,28,69.107,8,65.851,2
7/19/23 16:15,66.193,20,66.022,6,65.851,2
7/19/23 16:30,66.366,41,66.193,11,66.537,5
7/19/23 16:45,69.278,30,69.107,8,67.392,2
7/19/23 17:00,70.137,18,69.964,4,65.338,1
7/19/23 17:15,66.022,21,65.851,6,66.366,2
7/19/23 17:30,66.537,16,66.366,4,66.879,1
7/19/23 17:45,67.221,17,67.05,4,66.879,1
7/19/23 18:00,66.879,15,66.708,4,67.564,2
7/19/23 18:15,67.221,10,67.221,2,67.906,1
7/19/23 18:30,67.564,8,67.564,2,68.248,0
7/19/23 18:45,67.735,7,67.735,1,67.564,0
7/19/23 19:00,69.107,9,69.107,2,68.077,1
7/19/23 19:15,69.449,9,69.278,2,69.793,0
7/19/23 19:30,69.449,4,69.278,0,68.934,0
7/19/23 19:45,69.622,1,69.622,0,69.107,0
7/19/23 20:00,69.278,0,69.107,0,66.537,0
7/19/23 20:15,67.564,0,67.564,0,67.221,0
7/19/23 20:30,67.564,0,67.564,0,67.392,0
7/19/23 20:45,67.564,0,67.564,0,67.392,0
7/19/23 21:00,67.564,0,67.564,0,67.05,0
7/19/23 21:15,67.564,0,67.564,0,67.05,0
7/19/23 21:30,67.392,0,67.221,0,66.879,0
7/19/23 21:45,67.05,0,67.05,0,66.879,0
7/19/23 22:00,67.05,0,67.05,0,67.05,0
7/19/23 22:15,67.221,0,67.221,0,67.05,0
7/19/23 22:30,68.592,0,68.421,0,67.05,0
7/19/23 22:45,68.592,0,68.421,0,67.221,0
7/19/23 23:00,69.964,0,69.793,0,67.221,0
7/19/23 23:15,69.278,0,69.107,0,67.221,0
7/19/23 23:30,67.735,0,67.564,0,67.221,0
7/19/23 23:45,67.564,0,67.392,0,66.708,0
7/20/23 0:00,67.392,0,67.392,0,65.68,0
7/20/23 0:15,67.392,0,67.392,0,66.193,0
7/20/23 0:30,67.906,0,67.735,0,67.564,0
7/20/23 0:45,68.248,0,68.248,0,66.708,0
7/20/23 1:00,68.421,0,68.248,0,66.879,0
7/20/23 1:15,68.077,0,67.906,0,67.564,0
7/20/23 1:30,69.278,0,69.278,0,65.68,0
7/20/23 1:45,69.964,0,69.793,0,65.851,0
7/20/23 2:00,70.48,0,70.308,0,66.022,0
7/20/23 2:15,70.48,0,70.308,0,67.735,0
7/20/23 2:30,70.824,0,70.651,0,68.592,0
7/20/23 2:45,71.512,0,71.339,0,70.48,0
7/20/23 3:00,71.683,0,71.512,0,70.824,0
7/20/23 3:15,71.683,0,71.683,0,69.964,0
7/20/23 3:30,72.028,0,71.856,0,66.879,0
7/20/23 3:45,70.48,0,69.964,0,67.392,0
7/20/23 4:00,69.793,0,69.622,0,65.851,0
7/20/23 4:15,66.537,0,66.366,0,64.652,0
7/20/23 4:30,65.851,0,65.68,0,64.652,0
7/20/23 4:45,72.028,0,71.856,0,67.392,0
7/20/23 5:00,67.906,0,67.221,0,65.167,0
7/20/23 5:15,67.392,0,67.221,0,65.167,0
7/20/23 5:30,66.193,0,65.851,0,65.167,0
7/20/23 5:45,68.934,0,68.763,0,64.996,0
7/20/23 6:00,66.366,1,66.022,0,65.851,0
7/20/23 6:15,65.851,2,65.851,0,66.366,0
7/20/23 6:30,66.193,3,66.022,0,66.708,0
7/20/23 6:45,66.537,4,66.537,1,67.392,0
7/20/23 7:00,66.708,6,66.537,1,67.221,1
7/20/23 7:15,66.879,10,66.879,3,67.05,1
7/20/23 7:30,67.221,12,67.05,3,67.05,2
7/20/23 7:45,67.564,16,67.392,5,67.05,2
7/20/23 8:00,67.392,20,67.392,6,67.05,3
7/20/23 8:15,67.392,22,67.221,6,67.906,5
7/20/23 8:30,67.392,29,67.221,8,68.077,5
7/20/23 8:45,67.735,34,67.735,10,66.708,6
7/20/23 9:00,68.077,37,67.906,12,66.022,7
7/20/23 9:15,68.077,35,67.906,11,67.05,8
7/20/23 9:30,68.077,43,67.906,13,67.221,9
7/20/23 9:45,68.421,47,68.248,13,67.05,10
7/20/23 10:00,67.564,45,67.392,14,67.221,9
7/20/23 10:15,67.392,41,67.221,12,67.392,10
7/20/23 10:30,67.392,42,67.221,13,67.564,8
7/20/23 10:45,67.392,43,67.221,14,67.392,10
7/20/23 11:00,67.392,57,67.392,18,67.221,11
7/20/23 11:15,67.564,67,67.392,20,67.392,11
7/20/23 11:30,67.735,82,67.735,25,67.392,10
7/20/23 11:45,67.735,72,67.735,22,67.392,10
7/20/23 12:00,67.906,94,67.906,28,67.392,12
7/20/23 12:15,69.449,109,69.449,32,67.05,10
7/20/23 12:30,69.449,108,69.278,31,67.05,10
7/20/23 12:45,70.137,91,69.964,27,66.193,10
7/20/23 13:00,66.879,77,66.708,22,66.022,12
7/20/23 13:15,69.107,66,68.763,20,66.708,11
7/20/23 13:30,67.05,88,66.879,26,66.879,10
7/20/23 13:45,68.934,70,68.763,21,67.05,9
7/20/23 14:00,70.48,79,70.308,23,68.077,9
7/20/23 14:15,69.449,76,68.934,23,66.022,6
7/20/23 14:30,69.107,76,68.934,23,66.366,7
7/20/23 14:45,70.137,67,69.964,20,67.906,6
7/20/23 15:00,70.651,49,70.137,14,67.735,4
7/20/23 15:15,68.248,39,68.077,12,67.221,4
7/20/23 15:30,68.592,33,68.421,10,67.906,3
7/20/23 15:45,69.278,36,69.107,11,68.248,3
7/20/23 16:00,69.793,36,69.622,11,67.221,4
7/20/23 16:15,69.449,34,69.278,11,66.708,3
7/20/23 16:30,68.248,28,67.906,8,65.68,3
7/20/23 16:45,71.512,20,70.824,6,65.338,2
7/20/23 17:00,67.392,17,67.221,5,64.825,1
7/20/23 17:15,67.564,7,67.392,2,64.652,0
7/20/23 17:30,65.68,6,65.509,1,64.996,0
7/20/23 17:45,64.996,3,64.996,1,66.022,0
7/20/23 18:00,65.338,9,65.167,2,67.221,1
7/20/23 18:15,66.537,8,66.366,2,67.392,1
